src/dst,Atlanta_1,Atlanta_2,Chicago,Denver,Houston,Indianapolis,Kansas City,Los Angeles,New York,Seattle,Sunnyvale,Washington DC
Atlanta_1,3.33333333333333e-06,6.66666666666667e-06,8.08533333333333e-06,0.0,4.84836666666667e-05,3.33333333333333e-06,0.0,4.90466666666667e-05,0.000243469666666667,1.66666666666667e-06,4.05613333333333e-05,9.68626666666667e-05
Atlanta_2,1.50943333333333e-05,0.00660887033333333,0.001168825,0.000807517666666667,0.000171681333333333,0.00230207033333333,0.000274851666666667,0.00204045366666667,0.000921132666666667,8.50656666666667e-05,0.000824580666666667,0.003842412
Chicago,1.80803333333333e-05,0.001405398,0.00413926066666667,0.00111889066666667,0.000943125,0.00503860533333333,0.000999387666666667,0.005255181,0.00268181466666667,0.000166855666666667,0.000714666,0.003942639
Denver,2.72e-05,0.000218536333333333,0.00569502666666667,0.00122200433333333,0.00251794633333333,0.003306608,0.00309894733333333,0.00357395766666667,0.001852814,0.00172674866666667,0.001322862,0.00530097
Houston,2.20653333333333e-05,0.00117926566666667,0.000937164,0.000215572666666667,0.001834275,0.000124007666666667,0.000229744,0.00211365333333333,0.000336795333333333,0.0,0.000529532333333333,0.00103433933333333
Indianapolis,1.08653333333333e-05,0.00195150233333333,0.006508525,0.000635083,0.003080644,0.000880082,0.00104298933333333,0.00257945033333333,0.003551499,0.000133502333333333,0.00290758333333333,0.00170620066666667
Kansas City,1.33566666666667e-05,0.000242337333333333,0.00253834033333333,0.00134211766666667,0.000513205,0.00158663766666667,0.00118343066666667,0.000847179666666667,0.000258319666666667,0.000294033333333333,0.000558086666666667,0.00162233466666667
Los Angeles,3.54996666666667e-05,0.00212966966666667,0.00915861333333333,0.001568174,0.000808609,0.00247824066666667,0.00109814133333333,0.002829225,0.00712329833333333,0.001627656,0.00497618966666667,0.00434972633333333
New York,6.9013e-05,0.002499757,0.00172067466666667,0.00311749766666667,0.001879281,0.00304783633333333,0.001217954,0.00983055466666667,0.0105321056666667,0.000495318666666667,0.00231810966666667,0.006134596
Seattle,0.0,8.36653333333333e-05,4.23e-06,0.000822074666666667,1.89953333333333e-05,0.000698898666666667,3.33333333333333e-06,0.005880184,4.37223333333333e-05,0.000728754666666667,0.004043681,3.33333333333333e-06
Sunnyvale,1.7068e-05,0.001208306,0.00295075333333333,0.000393833,0.00177382033333333,0.00159345433333333,0.000528168333333333,0.0498385266666667,0.002298134,0.000661993333333333,0.00106195933333333,0.001145249
Washington DC,4.13066666666667e-05,0.0160422363333333,0.00597399633333333,0.00797761333333333,0.00222828766666667,0.007491309,0.00168582066666667,0.00926920133333333,0.0155471166666667,0.000689081333333333,0.00694233733333333,0.0321538306666667
