src/dst,Atlanta_1,Atlanta_2,Chicago,Denver,Houston,Indianapolis,Kansas City,Los Angeles,New York,Seattle,Sunnyvale,Washington DC
Atlanta_1,9.44533333333333e-06,1.84876666666667e-05,8.8407e-05,0.0,2.1278e-05,2.32216666666667e-05,0.000210315666666667,8.23536666666667e-05,2.25286666666667e-05,0.0,6.98156666666667e-05,8.49173333333333e-05
Atlanta_2,0.000147048666666667,0.00394256366666667,0.00218870166666667,0.000467054666666667,0.00141426933333333,0.002274321,0.000580783,0.00229129783333333,0.00135708166666667,2.75048333333333e-05,0.00129505466666667,0.00611760933333333
Chicago,0.000181650333333333,0.001795554,0.0328976716666667,0.00276579666666667,0.00196501566666667,0.00579557533333333,0.00238443133333333,0.00571347966666667,0.00154673866666667,0.000182638333333333,0.00248435833333333,0.00263064033333333
Denver,2.86553333333333e-05,0.000818049333333333,0.003336328,0.001384689,0.00214431566666667,0.00246578233333333,0.00161708166666667,0.00177072166666667,0.000541824,0.00176232866666667,0.00353844566666667,0.002502643
Houston,0.000270710666666667,0.000979109,0.001288392,0.000151230666666667,0.002045642,0.000810856,0.000236941333333333,0.000627676,0.000729549666666667,9.658e-06,0.000756204333333333,0.000867462333333333
Indianapolis,1.57556666666667e-05,0.00216633166666667,0.00816948066666667,0.00195485666666667,0.000708522333333333,0.00277814133333333,0.000837601333333333,0.002120771,0.00139151166666667,0.000172907333333333,0.001931388,0.002361332
Kansas City,0.000125713333333333,0.000593074666666667,0.00307999433333333,0.00187197366666667,0.000813448333333333,0.00251017466666667,0.000979346,0.00119999133333333,0.000520104333333333,0.000309797,0.00143453833333333,0.00305413933333333
Los Angeles,9.18313333333333e-05,0.0150034973333333,0.007178493,0.00327647266666667,0.000943566666666667,0.00189061733333333,0.001108046,0.000943721,0.00449073433333333,0.00152630866666667,0.00453239866666667,0.00702156333333333
New York,0.000236732333333333,0.00409067033333333,0.003664579,0.00188445433333333,0.000953270666666667,0.00376437533333333,0.001827091,0.007114188,0.029651349,0.000185013666666667,0.00216118266666667,0.00855170433333333
Seattle,0.0,0.0,2.76746666666667e-05,0.00273469033333333,3.33333333333333e-06,4.41713333333333e-05,0.0,0.00189888933333333,5.17933333333333e-06,0.00104233633333333,0.00373922266666667,3.33333333333333e-06
Sunnyvale,0.000103338666666667,0.00245986433333333,0.00424495833333333,0.001594472,0.000936254666666667,0.004239494,0.002556236,0.00164399133333333,0.001321574,0.000417345,0.002950357,0.00313542233333333
Washington DC,6.4543e-05,0.0112261993333333,0.00632874233333333,0.00690355833333333,0.003614235,0.008451742,0.00198051933333333,0.008478989,0.014133147,0.000219883,0.00598705933333333,0.021088079
