src/dst,Atlanta_1,Atlanta_2,Chicago,Denver,Houston,Indianapolis,Kansas City,Los Angeles,New York,Seattle,Sunnyvale,Washington DC
Atlanta_1,9.511e-06,3.33333333333333e-06,2.49646666666667e-05,0.0,1.76953333333333e-05,0.0,9.52633333333333e-06,6.61173333333333e-05,0.0,3.33333333333333e-06,6.66666666666667e-06,3.13206666666667e-05
Atlanta_2,1.60603333333333e-05,0.00308196266666667,0.000958979333333333,0.000469085,0.005840941,0.00203637866666667,0.000270012,0.00386736,0.00066354,1.65425e-05,0.000520968333333333,0.00252635966666667
Chicago,3.33333333333333e-06,0.00104252266666667,0.011833101,0.00240106166666667,0.000908650666666667,0.00327873233333333,0.000603216666666667,0.005288292,0.000661552666666667,6.06546666666667e-05,0.000474043666666667,0.00192216166666667
Denver,1.336e-05,0.000524073333333333,0.00397320366666667,0.00160622566666667,0.002581452,0.003758092,0.00249407733333333,0.000722440666666667,0.00233142566666667,0.001677099,0.002415716,0.00418027733333333
Houston,0.000682341,0.000277568333333333,0.001357752,8.64233333333333e-05,0.000284600666666667,0.000471066,0.000150782,0.00115163566666667,0.000352338333333333,0.0,0.000129168333333333,0.000523115333333333
Indianapolis,0.000111219333333333,0.002120703,0.00505721433333333,0.000770817666666667,0.00131098833333333,0.000315873333333333,0.000241553333333333,0.001416501,0.00418891433333333,2.06926666666667e-05,0.001765579,0.001630896
Kansas City,0.0,0.000124602,0.00110454533333333,0.00101493933333333,0.00054213,0.001366675,0.00184751966666667,0.000430277666666667,0.000411402333333333,0.000217730666666667,0.000301704,0.00117130066666667
Los Angeles,9.57536666666667e-05,0.0167675333333333,0.006012203,0.00194020333333333,0.00168073,0.00278753066666667,0.000560902333333333,0.00151636833333333,0.00354294866666667,0.00134852566666667,0.00275299766666667,0.003162617
New York,2.77953333333333e-05,0.00181073833333333,0.00399863266666667,0.004023099,0.00188587566666667,0.003013945,0.000723335666666667,0.006007917,0.006230574,0.000177820666666667,0.001932891,0.011403239
Seattle,0.0,8.4492e-05,2.58003333333333e-05,0.00259042533333333,7.70933333333333e-06,2.8842e-05,3.33333333333333e-06,0.00412468066666667,0.00108994033333333,0.000662023333333333,0.00365593366666667,6.66666666666667e-06
Sunnyvale,1.14166666666667e-05,0.000841451333333333,0.00165088166666667,0.000884502666666667,0.000350809,0.000685347333333333,0.000311722,0.00363379866666667,0.000747158,0.000539317333333333,0.000849533333333333,0.00079727
Washington DC,0.000218911666666667,0.013341837,0.00725411933333333,0.00659112166666667,0.000403235,0.005465976,0.001126495,0.00741994233333333,0.010948142,0.000796383,0.00230233233333333,0.0337181433333333
