src/dst,Atlanta_1,Atlanta_2,Chicago,Denver,Houston,Indianapolis,Kansas City,Los Angeles,New York,Seattle,Sunnyvale,Washington DC
Atlanta_1,0.0,0.0,1.35663333333333e-05,3.33333333333333e-06,0.0,0.0,3.343e-06,6.66666666666667e-06,6.66666666666667e-06,0.0,3.33333333333333e-06,0.000206441333333333
Atlanta_2,2.46636666666667e-05,0.00324961633333333,0.000396406,0.000616283666666667,0.000119091,0.00203971866666667,0.000169097,0.00215409533333333,0.000871787333333333,4.95526666666667e-05,0.000478185,0.003129353
Chicago,3.33333333333333e-06,0.000596422,0.00309913,0.00154277466666667,0.000345725666666667,0.00341294466666667,0.000546027333333333,0.00392183966666667,0.000490848,0.000161314666666667,0.000541373666666667,0.00107193633333333
Denver,1.59896666666667e-05,0.000221591333333333,0.00639525,0.000789504333333333,0.00176921366666667,0.00331978833333333,0.001978791,0.000751336666666667,0.001500859,0.000635525666666667,0.000796306,0.002834241
Houston,1.87653333333333e-05,0.000272545333333333,0.000878807666666667,0.000123084666666667,0.001277488,0.00047417,0.000408571666666667,0.00101144866666667,0.000741212,0.0,0.000123880333333333,0.000254136666666667
Indianapolis,3.33333333333333e-06,0.00135954033333333,0.003252737,0.000909465,8.14316666666667e-05,0.00224501433333333,0.00122248833333333,0.00153032733333333,0.001078849,0.000425975,0.000622904333333333,0.00250352766666667
Kansas City,0.0,0.000153206333333333,0.000879818,0.001256054,0.000415566666666667,0.00122995333333333,0.000432826,0.000930303,0.000245502333333333,0.000224968666666667,0.001159562,0.00100532766666667
Los Angeles,3.33333333333333e-06,0.000848633666666667,0.00685539666666667,0.000931523666666667,0.00032627,0.00153668266666667,0.000967350333333333,0.001600907,0.00198838833333333,0.001536994,0.00436913833333333,0.0100297076666667
New York,0.000105071333333333,0.00127666866666667,0.000914504,0.00328650533333333,0.000283613,0.00196342533333333,0.000848634333333333,0.00936645066666667,0.00587330666666667,5.52606666666667e-05,0.001902066,0.00311478633333333
Seattle,0.0,3.33333333333333e-06,0.0,0.000395951333333333,3.33333333333333e-06,2.31956666666667e-05,0.0,0.004134854,1.43066666666667e-05,0.000476048666666667,0.002886323,3.33333333333333e-06
Sunnyvale,0.0,0.00071997,0.000984268333333333,0.000516311666666667,0.000154724,0.000273388666666667,0.000136182333333333,0.00345741966666667,0.000704470666666667,0.000260142,0.000404133,0.000804333
Washington DC,0.000103365666666667,0.005284897,0.00512697666666667,0.00514792533333333,0.00108319466666667,0.00437616133333333,0.00160015433333333,0.0143734683333333,0.0102837436666667,0.000855234,0.00304509633333333,0.0168167896666667
