src/dst,Atlanta_1,Atlanta_2,Chicago,Denver,Houston,Indianapolis,Kansas City,Los Angeles,New York,Seattle,Sunnyvale,Washington DC
Atlanta_1,0.0,0.000100907333333333,0.000138753,0.0,0.000443972666666667,8.8023e-05,2.87636666666667e-05,0.0,3.23903333333333e-05,0.0,0.0,2.38146666666667e-05
Atlanta_2,0.0,0.002908764,0.00314777466666667,6.73833333333333e-06,0.00510457366666667,0.00468209966666667,0.00255949866666667,9.35333333333333e-06,0.002391775,7.92466666666667e-06,0.000105312333333333,0.00506374066666667
Chicago,0.0,0.00382788,0.0137917023333333,0.003854635,0.0171687566666667,0.01103874,0.00288771766666667,3.13856666666667e-05,0.00608161866666667,0.0,0.000194188666666667,0.005062767
Denver,0.0,0.001028737,0.00676997533333333,0.00200554266666667,0.00720282666666667,0.00379205766666667,0.00244176033333333,0.000334486,0.00207009666666667,0.001743093,0.000160372,0.00521582566666667
Houston,0.0,0.00434713866666667,0.000138745666666667,0.0,0.0176275086666667,3.33333333333333e-06,1.17096666666667e-05,3.33333333333333e-06,0.001602937,0.0,1.28836666666667e-05,0.0163775036666667
Indianapolis,0.0,0.002669628,0.014762803,0.0026696,0.00935817466666667,0.006057264,0.00260248166666667,3.04273333333333e-05,0.00990033066666667,6.31686666666667e-05,0.000161216,0.00394980433333333
Kansas City,0.0,0.000981629333333333,0.00424653966666667,0.000961915333333333,0.00214285866666667,0.00293359733333333,0.001717827,0.0,0.00213499966666667,6.66666666666667e-06,3.63043333333333e-05,0.001750308
Los Angeles,0.0,0.00372038466666667,0.00286134766666667,0.00377454066666667,0.0208599813333333,2.00366666666667e-05,1e-05,0.00264466066666667,0.0103986573333333,0.00296877666666667,0.00298490166666667,0.013354799
New York,0.0,0.00651919166666667,0.0110931583333333,0.004566791,0.019626859,0.0123245086666667,0.00281072233333333,5.7098e-05,0.027163523,1.15393333333333e-05,0.000489813666666667,0.012514119
Seattle,0.0,9.14656666666667e-05,2.10193333333333e-05,0.00188542466666667,0.00219506666666667,0.0,4.2203e-05,0.00496723933333333,0.000674469333333333,0.00137986933333333,0.00591014933333333,0.000331248
Sunnyvale,0.0,0.00153701666666667,0.000386292333333333,0.001004089,0.00626439333333333,3.33333333333333e-06,0.00073363,0.00413289533333333,0.00239805066666667,0.000583032333333333,0.000785647,0.00192841333333333
Washington DC,0.0,0.0173774213333333,0.013000236,5.08e-06,0.030698101,0.009135466,0.00527395333333333,1.17366666666667e-05,0.0247767076666667,3.48873333333333e-05,0.000817897333333333,0.0410386133333333
