src/dst,Atlanta_1,Atlanta_2,Chicago,Denver,Houston,Indianapolis,Kansas City,Los Angeles,New York,Seattle,Sunnyvale,Washington DC
Atlanta_1,3.33333333333333e-06,1.33333333333333e-05,2.0619e-05,0.0,3.81726666666667e-05,1.71383333333333e-05,5.27666666666667e-06,0.0,3.6653e-05,0.0,0.0,0.000228865333333333
Atlanta_2,0.0,0.00492722366666667,0.002461142,6.66666666666667e-06,0.004879061,0.00339316833333333,0.000336585333333333,6.828e-06,0.00236165233333333,4.62086666666667e-05,0.000113731333333333,0.00819335233333333
Chicago,0.0,0.00264462733333333,0.0197423313333333,0.00122904966666667,0.0103574653333333,0.00555030666666667,0.001725765,4.94556666666667e-05,0.00337625,0.0,0.000281852666666667,0.00373257033333333
Denver,0.0,0.00108959666666667,0.00837550766666667,0.000440108333333333,0.003478916,0.00314145166666667,0.00274604033333333,6.66666666666667e-06,0.00250683366666667,0.00100045866666667,3.33333333333333e-06,0.00517152833333333
Houston,0.0,0.00357962066666667,0.00050004,3.33333333333333e-06,0.0259467766666667,3.33333333333333e-06,3.33333333333333e-06,0.0,0.000613103333333333,0.0,9.96e-06,0.0128936746666667
Indianapolis,0.0,0.00125402533333333,0.019566118,0.00131248333333333,0.00482409566666667,0.00384584233333333,0.00209410633333333,3.33333333333333e-06,0.00529187633333333,1.24983333333333e-05,2.33333333333333e-05,0.001954224
Kansas City,0.0,0.000841676666666667,0.00494329733333333,0.000971200333333333,0.00168132166666667,0.001323331,0.002950211,0.0,0.00112540866666667,6.66666666666667e-06,3.33333333333333e-06,0.001291676
Los Angeles,0.0,0.00290322033333333,0.001724927,0.000577254666666667,0.0212534536666667,0.000368626333333333,8.7768e-05,0.00291613866666667,0.00668551,0.00232444333333333,0.00237231966666667,0.0123536276666667
New York,0.0,0.00605248933333333,0.007637867,0.00501245266666667,0.012759954,0.00480883033333333,0.00184013366666667,3.86166666666667e-06,0.0271829463333333,1.1092e-05,0.000348104666666667,0.0108870233333333
Seattle,0.0,3.7144e-05,4.23436666666667e-05,9.43593333333333e-05,0.000469233,3.33333333333333e-06,2.87833333333333e-05,0.00252768466666667,0.000394282333333333,0.00202862333333333,0.00608266333333333,4.07163333333333e-05
Sunnyvale,0.0,0.00127437133333333,0.00333098033333333,0.000629198666666667,0.005934825,3.61153333333333e-05,0.000272689333333333,0.002647613,0.001658536,0.000605493666666667,0.000171419333333333,0.003474162
Washington DC,0.0,0.01455756,0.00898205866666667,0.001662863,0.0351385,0.00791652333333333,0.000911734,3.33333333333333e-06,0.0233247933333333,3.19653333333333e-05,0.000422365333333333,0.04508767
