src/dst,Atlanta_1,Atlanta_2,Chicago,Denver,Houston,Indianapolis,Kansas City,Los Angeles,New York,Seattle,Sunnyvale,Washington DC
Atlanta_1,1.7826e-05,3.33333333333333e-06,1.14663333333333e-05,0.0,5.14533333333333e-06,0.0,3.33333333333333e-06,1.41213333333333e-05,1e-05,0.0,0.0,4.77686666666667e-05
Atlanta_2,1.0924e-05,0.00334781033333333,0.000626686,0.000802883666666667,0.000390987333333333,0.00265593766666667,0.001612845,0.004006262,0.00108499866666667,6.48685e-05,0.000913195666666667,0.00355816866666667
Chicago,6.95866666666667e-06,0.00149381066666667,0.00446563233333333,0.00372230566666667,0.000761731333333333,0.003371941,0.000487898333333333,0.005212552,0.000508458,0.000792818333333333,0.002886541,0.00351370866666667
Denver,3.29496666666667e-05,0.000450598666666667,0.00792690433333333,0.00140386033333333,0.002731949,0.004066352,0.003517119,0.003679497,0.00186859066666667,0.00141227333333333,0.00449880666666667,0.00525387466666667
Houston,4.17463333333333e-05,0.000444692333333333,0.00115596266666667,0.000150480333333333,0.00120142433333333,0.000157572333333333,0.000173094,0.00108338766666667,0.000422527333333333,9.26133333333333e-06,8.1148e-05,0.000274173333333333
Indianapolis,3.33333333333333e-06,0.00149112233333333,0.00938999133333333,0.002099275,0.000347215333333333,0.000454546666666667,0.000909026666666667,0.00411929533333333,0.00386864233333333,0.000135793666666667,0.00124075133333333,0.004013074
Kansas City,0.0,0.000342985666666667,0.00223876166666667,0.001125753,0.000604677333333333,0.001406525,0.000903098333333333,0.000939275333333333,0.000618360333333333,0.000356546,0.000770095666666667,0.001822068
Los Angeles,1.5567e-05,0.00195810033333333,0.00902738633333333,0.00327212233333333,0.00305837166666667,0.002549788,0.000648175,0.00187924533333333,0.00458139933333333,0.00197712,0.00387544633333333,0.0172912833333333
New York,0.000170556666666667,0.002351404,0.00164701366666667,0.00319419466666667,0.00111019833333333,0.00460487266666667,0.000638544666666667,0.00636902266666667,0.0107122416666667,0.000618995,0.00258003733333333,0.00611809166666667
Seattle,0.0,2.06573333333333e-05,1.65333333333333e-05,0.002188663,1.33333333333333e-05,4.29666666666667e-05,0.0,0.004852815,1.94933333333333e-05,0.001611925,0.00433939433333333,6.66666666666667e-06
Sunnyvale,3.06573333333333e-05,0.000886743333333333,0.00167382933333333,0.000889136333333333,0.000803170666666667,0.001713338,0.000423786333333333,0.00485260233333333,0.001604242,0.000505399,0.000840331,0.00197191333333333
Washington DC,4.03696666666667e-05,0.017323404,0.00682700466666667,0.00926098266666667,0.002432941,0.00646238466666667,0.003206966,0.0281065286666667,0.013848121,0.000888531333333333,0.00523796466666667,0.0244469413333333
