src/dst,Atlanta_1,Atlanta_2,Chicago,Denver,Houston,Indianapolis,Kansas City,Los Angeles,New York,Seattle,Sunnyvale,Washington DC
Atlanta_1,0.0,8.83166666666667e-06,1.94823333333333e-05,0.0,5.201e-06,3.6331e-05,1.10093333333333e-05,4.9412e-05,0.000110381,1.66666666666667e-06,2.4318e-05,3.30133333333333e-05
Atlanta_2,2.4665e-05,0.00315542566666667,0.000717035,0.000343587333333333,0.00497016933333333,0.00163837066666667,0.000222664,0.00447218933333333,0.00282016866666667,2.52845e-05,0.000466841333333333,0.00349493666666667
Chicago,5.71253333333333e-05,0.00197480833333333,0.00532079033333333,0.001558928,0.00110538633333333,0.00305174966666667,0.000696556666666667,0.00614364066666667,0.00194548633333333,0.000127339,0.000657115333333333,0.00286579533333333
Denver,3.71166666666667e-05,0.00116277033333333,0.005810383,0.000636871333333333,0.001740994,0.00341928466666667,0.00167156266666667,0.001193982,0.00181520633333333,0.00274782833333333,0.0022634,0.003845566
Houston,4.86103333333333e-05,0.000807026666666667,0.00123440433333333,0.000463390666666667,0.001859838,0.000665727666666667,0.000343528333333333,0.00364070633333333,0.000145473,6.92e-06,0.000224221666666667,0.001113876
Indianapolis,9.859e-06,0.00152915233333333,0.007793034,0.00134658633333333,0.000132653,0.00364650333333333,0.000809957,0.00480580833333333,0.00292842933333333,0.000279821333333333,0.000686456666666667,0.00274797433333333
Kansas City,0.0,0.000509117666666667,0.00209687166666667,0.00138718533333333,0.000654369333333333,0.00103739633333333,0.000640904333333333,0.001079186,0.000876221666666667,0.000298372333333333,0.000788939666666667,0.001115905
Los Angeles,2.77946666666667e-05,0.002088548,0.010801158,0.00244878133333333,0.003279001,0.003910419,0.000853734,0.001989835,0.00598010033333333,0.00143840633333333,0.005968561,0.00508413233333333
New York,4.83603333333333e-05,0.002868747,0.008960872,0.003140795,0.00105272933333333,0.00358263266666667,0.00109944666666667,0.00800569066666667,0.0106749466666667,0.000248264,0.00330281,0.00620900533333333
Seattle,0.0,6.66666666666667e-06,6.66666666666667e-06,0.00172094966666667,3.33333333333333e-06,7.65603333333333e-05,3.33333333333333e-06,0.00443396233333333,2.13546666666667e-05,0.000554445666666667,0.00329736533333333,0.0
Sunnyvale,1.789e-05,0.00105322,0.00157861366666667,0.00069582,0.000535409,0.000910432,0.000561794333333333,0.0025868,0.00154150933333333,0.002142609,0.00253330466666667,0.00145726733333333
Washington DC,5.20186666666667e-05,0.0155375636666667,0.00547569533333333,0.007545787,0.008159336,0.005898897,0.000787522666666667,0.0378092766666667,0.0182628973333333,0.00053363,0.004817043,0.0253240916666667
