src/dst,Atlanta_1,Atlanta_2,Chicago,Denver,Houston,Indianapolis,Kansas City,Los Angeles,New York,Seattle,Sunnyvale,Washington DC
Atlanta_1,7.26966666666667e-06,1.35963333333333e-05,3.48036666666667e-05,0.0,6.66666666666667e-06,1.3486e-05,6.66666666666667e-06,7.378e-06,4.68643333333333e-05,3.33333333333333e-06,0.0,0.000181143666666667
Atlanta_2,5.93003333333333e-05,0.00337134533333333,0.00114066933333333,0.000583334,0.00277095466666667,0.00165491433333333,0.000153557666666667,0.00113875,0.000568086333333333,4.5524e-05,0.000673921333333333,0.00555930133333333
Chicago,8.89936666666667e-05,0.00207040533333333,0.0104654946666667,0.00100563266666667,0.00119214133333333,0.00775003,0.000616067333333333,0.002821495,0.00145049333333333,3.8965e-05,0.000792913666666667,0.00208693633333333
Denver,4.2008e-05,0.00152522066666667,0.0180730183333333,0.00119657533333333,0.00229045633333333,0.003582971,0.00319354166666667,0.000636373,0.00183868666666667,0.00177042366666667,0.00254962,0.00471353
Houston,3.61936666666667e-05,0.000690416,0.00202035133333333,0.000193475333333333,0.00124319933333333,0.000351004,0.000381855333333333,0.000321364,0.000481220333333333,2.81316666666667e-05,8.3579e-05,0.000701197666666667
Indianapolis,2.65313333333333e-05,0.00126821766666667,0.00586304533333333,0.000934943666666667,0.000120026666666667,0.00137437633333333,0.001730033,0.00377206633333333,0.00228417266666667,0.000209456333333333,0.00177419633333333,0.00244198333333333
Kansas City,3.8509e-05,0.000342079666666667,0.00305055133333333,0.000424510666666667,0.000566345,0.001516743,0.001307549,0.000528993666666667,0.000166059333333333,0.000275948666666667,0.000457106,0.000822276
Los Angeles,2.74923333333333e-05,0.00248089066666667,0.0101725846666667,0.000517238666666667,0.000719899666666667,0.00184930866666667,0.000279936666666667,0.00177565733333333,0.00325552333333333,0.00315986533333333,0.00361417766666667,0.0100376596666667
New York,0.000138253666666667,0.00233540166666667,0.00423885233333333,0.00348112466666667,0.000968297666666667,0.001598633,0.000805465333333333,0.007568453,0.0183836066666667,9.83423333333333e-05,0.002078995,0.00810931633333333
Seattle,0.0,3.33333333333333e-06,1.1572e-05,0.000473533333333333,2.11533333333333e-05,4.86243333333333e-05,0.0,0.00474145966666667,2.92773333333333e-05,0.000998756666666667,0.00529737066666667,8.05023333333333e-05
Sunnyvale,5.7717e-05,0.00112741433333333,0.00450888033333333,0.000195975666666667,0.000242268333333333,0.000887670666666667,0.000230562333333333,0.009806972,0.001620827,0.000596709666666667,0.000508307666666667,0.001120981
Washington DC,9.3051e-05,0.014675745,0.00887315833333333,0.00549913166666667,0.00415964333333333,0.00957736633333333,0.000951912333333333,0.0129090586666667,0.0232619563333333,0.000458301333333333,0.00403638366666667,0.04469957
