src/dst,Atlanta_1,Atlanta_2,Chicago,Denver,Houston,Indianapolis,Kansas City,Los Angeles,New York,Seattle,Sunnyvale,Washington DC
Atlanta_1,2.75986666666667e-05,5.18306666666667e-05,9.64063333333333e-05,0.000207369,3.35703333333333e-05,3.00856666666667e-05,9.23226666666667e-05,2.7298e-05,2.90366666666667e-05,3.04033333333333e-06,2.01373333333333e-05,9.52656666666667e-05
Atlanta_2,4.6975e-05,0.00420142966666667,0.00162017533333333,0.000716328333333333,0.000524791333333333,0.002355137,0.001057762,0.00150178033333333,0.000573087333333333,7.1477e-05,0.000637451,0.003904984
Chicago,5.94036666666667e-05,0.00193438966666667,0.011898885,0.00103907466666667,0.001906404,0.005644851,0.00276207133333333,0.00638571733333333,0.00151830633333333,0.001057344,0.000849384333333333,0.00484018633333333
Denver,6.94926666666667e-05,0.00103913666666667,0.006021515,0.00195468766666667,0.00329516533333333,0.00404152633333333,0.003846189,0.002813441,0.00221263166666667,0.00317956233333333,0.00185910333333333,0.006198651
Houston,8.06936666666667e-05,0.000734637333333333,0.002117786,0.000514234333333333,0.00196293433333333,0.000585710333333333,0.000427311333333333,0.000728741666666667,0.001383051,9.2184e-05,0.000491684333333333,0.00190789733333333
Indianapolis,4.11356666666667e-05,0.00204619366666667,0.00841175266666667,0.00361843,0.004331205,0.00479862333333333,0.000854072333333333,0.00388090433333333,0.00413838266666667,0.000670807,0.00167871833333333,0.00669369366666667
Kansas City,8.16073333333333e-05,0.000458528666666667,0.002005694,0.00129652066666667,0.000894523,0.002509129,0.00170753933333333,0.000766331333333333,0.00110027833333333,0.001339052,0.000527495666666667,0.00267606433333333
Los Angeles,2.1358e-05,0.003772941,0.0100499753333333,0.004545182,0.002263747,0.00608895466666667,0.000925402666666667,0.00192133766666667,0.00665792,0.00535228566666667,0.003325569,0.004360882
New York,0.000100566333333333,0.00488417366666667,0.00535887533333333,0.004773033,0.001833929,0.00654328766666667,0.00198217766666667,0.0101229596666667,0.0149966563333333,0.000699147333333333,0.002256361,0.024565586
Seattle,0.0,1.93873333333333e-05,4.43993333333333e-05,0.00291816966666667,6.66666666666667e-06,5.8849e-05,1.33333333333333e-05,0.00448980533333333,5.98546666666667e-05,0.001400365,0.00445837133333333,5.32056666666667e-05
Sunnyvale,3.8418e-05,0.00180179166666667,0.00503543933333333,0.000875952333333333,0.000836529333333333,0.00214663766666667,0.000846244,0.001814064,0.00223380366666667,0.000878485666666667,0.000652565666666667,0.002813972
Washington DC,8.1792e-05,0.0187991503333333,0.0110759493333333,0.00889478633333333,0.004661737,0.011561018,0.00363052333333333,0.00605748566666667,0.0236140533333333,0.000807398333333333,0.00470130033333333,0.0321737186666667
