src/dst,Atlanta_1,Atlanta_2,Chicago,Denver,Houston,Indianapolis,Kansas City,Los Angeles,New York,Seattle,Sunnyvale,Washington DC
Atlanta_1,3.33333333333333e-06,0.0,1.33333333333333e-05,0.0,3.33333333333333e-06,1.6516e-05,5.71333333333333e-06,1.08643333333333e-05,1.52266666666667e-05,3.33333333333333e-06,3.33333333333333e-06,5.54126666666667e-05
Atlanta_2,3.33333333333333e-06,0.00312261633333333,0.000386788666666667,0.000541123666666667,0.000245963333333333,0.00185458866666667,0.000229419333333333,0.002646219,0.00107980733333333,0.000786915333333333,0.000546736,0.00635753233333333
Chicago,0.000117442666666667,0.000664636666666667,0.00572904766666667,0.000742507666666667,0.000639647,0.00148884366666667,0.00217049366666667,0.00490842366666667,0.00201862466666667,5.73526666666667e-05,0.000737267333333333,0.00370627266666667
Denver,2.44856666666667e-05,0.000416557333333333,0.00793035633333333,0.000900551,0.001492592,0.00334104633333333,0.00260626733333333,0.00266425533333333,0.00319238266666667,0.00189810933333333,0.00120317133333333,0.00379950866666667
Houston,4.47093333333333e-05,0.00212194533333333,0.00160964433333333,0.0001359,0.001729134,8.13906666666667e-05,0.000111358,0.004988435,0.000224156,6.02266666666667e-06,0.000275315,0.000225330666666667
Indianapolis,0.0,0.00240180666666667,0.00455367366666667,0.00230086166666667,0.00279183766666667,0.000700664666666667,0.00156156433333333,0.002410002,0.00318015566666667,7.92853333333333e-05,0.00200934733333333,0.00109457233333333
Kansas City,0.0,0.000218386333333333,0.00214924266666667,0.00184978333333333,0.001561116,0.001099485,0.000512280333333333,0.000276976333333333,0.00031851,0.000244165333333333,0.000734232,0.001057647
Los Angeles,9.10933333333333e-06,0.00218444366666667,0.015245282,0.000811634333333333,0.00103959666666667,0.00167300233333333,0.000308706666666667,0.00256370933333333,0.00648391366666667,0.00122930533333333,0.00406507,0.00385410033333333
New York,6.66666666666667e-06,0.00170753533333333,0.00146930166666667,0.00380662633333333,0.00110317533333333,0.001645512,0.00191786666666667,0.00982977966666667,0.0117189426666667,0.000210782333333333,0.002095482,0.004470663
Seattle,0.0,3.33333333333333e-06,3.33333333333333e-06,5.3948e-05,1.7132e-05,0.00106032666666667,0.0,0.00386326933333333,3.54556666666667e-05,0.000580778333333333,0.00343456866666667,6.66666666666667e-06
Sunnyvale,3.33333333333333e-06,0.000844758,0.00336272533333333,0.000515643,0.000294112333333333,0.00101894466666667,0.000421468666666667,0.00259954966666667,0.00216810866666667,0.000256398,0.000617174333333333,0.000891717333333333
Washington DC,1.96173333333333e-05,0.008370423,0.00783433666666667,0.006405681,0.00358081166666667,0.00687365233333333,0.002579331,0.0104899013333333,0.0146947616666667,0.000175080666666667,0.00526619866666667,0.0364484466666667
